 .034 ,-69.27 , 8.68 , 483.091 ,""
 .034 , 33.695 , 8.98 , 420.168 ,""
 .034 ,-30.686 , 8.98 , 342.465 ,""
 .034 , 59.94 , 7.98 , 226.757 ,""
 .034 ,-56.515 , 8.86 , 105.708 ,""
 .035 , 39.183 , 8.58 , 285.714 ,""
 .035 ,-68.281 , 9.24 , 15.865 ,""
 .036 , 27.084 , 5.8 , 12.402 ,""
 .036 , 47.577 , 8.45 , 763.358 ,""
 .036 , 59.965 , 8.86 , 257.069 ,""
 .036 , 49.771 , 7.84 , 251.256 ,""
 .036 , 44.428 , 8.86 , 261.78 ,""
 .037 ,-11.965 , 8.93 , 182.815 ,""
 .037 ,-27.136 , 7.97 , 110.864 ,""
 .037 ,-13.408 , 6.9 , 67.069 ,""
 .038 ,-9.175 , 8.47 , 357.142 ,""
 .038 , 60.703 , 6.77 , 398.406 ,""
 .038 , 52.586 , 8.55 , 301.204 ,""
 .038 ,-29.721 , 5.04 , 156.25 ,""
 .039 , 11.006 , 8.48 , 33.613 ,""
 .039 , 10.785 , 8.53 , 85.178 ,""
 .04 , 8.956 , 6.33 , 132.45 ,""
 .04 ,-6.06 , 8.99 , 149.476 ,""
 .04 , 6.333 , 8.64 , 95.328 ,""
 .04 , 10.776 , 8.74 , 95.51 ,""
 .04 ,-46.029 , 12.43 , 43.516 ,""
 .041 , 8.393 , 8.16 , 302.114 ,""
 .041 , 8.485 , 5.7 , 37.693 ,""
 .041 , 47.422 , 7.62 , 123.762 ,""
 .041 , 51.829 , 8.95 , 1020.408 ,""
 .042 , 42.147 , 8.97 , 617.283 ,""
 .042 , 15.335 , 8.94 , 195.312 ,""
 .042 , 16.256 , 7.24 , 245.7 ,""
 .042 , 18.683 , 8.24 , 99.403 ,""
 .042 , 54.552 , 8.62 , 384.615 ,""
 .043 ,-43.948 , 8.53 , 395.256 ,""
 .043 ,-5.187 , 8.54 , 113.122 ,""
 .043 , 18.835 , 8.56 , 107.296 ,""
 .043 , 66.098 , 5.87 , 636.942 ,""
 .044 , 66.1 , 7.2 , 1E+07 ,""
 .044 , 51.472 , 7.7 , 128.205 ,""
 .044 , 28.542 , 8.17 , 297.619 ,""
 .044 , 82.973 , 7.29 , 366.3 ,""
 .045 , 42.92 , 7.94 , 311.526 ,""
 .045 ,-57.634 , 8.42 , 241.545 ,""
 .046 , 6.034 , 8.56 , 92.764 ,""
 .046 , 35.815 , 7.52 , 159.489 ,""
 .046 , 80.282 , 7.74 , 130.208 ,""
 .046 ,-40.984 , 8.85 , 381.679 ,""
 .046 , 2.13 , 7.17 , 46.339 ,""
 .047 , 28.251 , 7.64 , 104.931 ,""
 .047 , 47.252 , 8.27 , 462.962 ,""
 .047 , 30.336 , 8.44 , 116.009 ,""
 .048 ,-30.15 , 8.43 , 193.05 ,""
 .048 , 71.358 , 8.49 , 400 ,""
 .049 ,-.894 , 8.09 , 337.837 ,""
 .049 ,-20.047 , 6.25 , 61.881 ,""
 .049 , 3.381 , 8.56 , 209.643 ,""
 .05 , 9.138 , 8.76 , 421.94 ,""
 .05 ,-34.745 , 7.76 , 134.952 ,""
 .05 ,-60.692 , 7.82 , 243.309 ,""
 .05 , 39.995 , 7.9 , 286.532 ,""
 .05 ,-7.816 , 8.52 , 302.114 ,""
 .051 , 8.27 , 8.1 , 110.741 ,""
 .051 , 31.87 , 8.75 , 75.528 ,""
 .051 , 52.465 , 8.14 , 192.678 ,""
 .051 ,-25.262 , 8.65 , 1E+07 ,""
 .052 ,-24.146 , 6.46 , 147.492 ,""
 .052 , 42.747 , 6.73 , 167.785 ,""
 .052 ,-24.589 , 7.96 , 84.459 ,""
 .053 ,-31.213 , 8.87 , 317.46 ,""
 .053 , 17.552 , 6.59 , 159.235 ,""
 .053 , 48.722 , 8.65 , 1851.851 ,""
 .055 , 4.687 , 12.04 , 30.367 ,""
 .055 , 38.244 , 8.42 , 271.002 ,""
 .055 ,-11.946 , 8.09 , 295.858 ,""
 .055 ,-4.146 , 8.09 , 85.763 ,""
 .056 , 59.078 , 8.18 , 4166.666 ,""
 .056 , 23.575 , 8.77 , 261.78 ,""
 .056 , 73.174 , 7.36 , 212.765 ,""
 .057 ,-26.416 , 8.82 , 719.424 ,""
 .057 , 63.64 , 6.24 , 1075.268 ,""
 .057 , 20.665 , 7.49 , 64.308 ,""
 .057 ,-36.252 , 6.96 , 63.131 ,""
 .057 , 55.55 , 7.94 , 358.422 ,""
 .057 , 62.357 , 8.69 , 1234.567 ,""
 .057 , 53.312 , 8.149 , 207.039 ,""
 .058 , 55.059 , 8.45 , 347.222 ,""
 .058 , 19.381 , 7.92 , 617.283 ,""
 .058 , 12.356 , 7.45 , 200.4 ,""
 .058 ,-35.603 , 8.55 , 724.637 ,""
 .059 , 42.352 , 7.9 , 182.149 ,""
 .06 ,-51.81 , 8.68 , 287.356 ,""
 .06 ,-31.095 , 7.78 , 65.53 ,""
 .06 ,-28.418 , 8.21 , 684.931 ,""
 .06 , 70.306 , 8.109 , 342.465 ,""
 .061 ,-57.165 , 8.29 , 76.103 ,""
 .061 , 3.907 , 7.89 , 115.874 ,""
 .061 ,-28.396 , 8.24 , 39.541 ,""
 .061 , 48.436 , 6.8 , 155.763 ,""
 .061 , 13.365 , 8.18 , 355.871 ,""
 .062 ,-63.601 , 8.44 , 103.412 ,""
 .062 ,-17.336 , 4.55 , 69.881 ,""
 .062 , 42.023 , 7.45 , 165.562 ,""
 .064 , 66.712 , 6.31 , 302.114 ,""
 .064 , 57.378 , 8.149 , 194.174 ,""
 .064 , 22.296 , 8.27 , 162.337 ,""
 .064 ,-28.394 , 7.66 , 48.923 ,""
 .064 ,-57.831 , 8.59 , 69.637 ,""
 .065 , 14.378 , 7.09 , 71.942 ,""
 .065 ,-45.289 , 8.54 , 217.864 ,""
 .065 , 36.97 , 8.44 , 157.232 ,""
 .065 , 61.103 , 8.59 , 1E+07 ,""
 .066 ,-48.126 , 8.01 , 94.161 ,""
 .066 , 20.953 , 8.29 , 179.211 ,""
 .066 , 12.145 , 7.26 , 182.481 ,""
 .066 ,-80.396 , 7.91 , 180.831 ,""
 .067 , 62.221 , 8.189 , 833.333 ,""
 .068 ,-25.893 , 8.93 , 101.214 ,""
 .069 , 56.921 , 7.65 , 254.452 ,""
 .069 , 17.436 , 8.53 , 122.249 ,""
 .069 , 49.87 , 7.38 , 162.601 ,""
 .069 , 39.12 , 8.56 , 69.06 ,""
 .069 , 11.264 , 8.76 , 1219.512 ,""
 .069 ,-30.135 , 7.09 , 235.849 ,""
 .07 , 62.287 , 5.9 , 1123.595 ,""
 .07 ,-34.415 , 8.41 , 151.975 ,""
 .07 , 60.155 , 8.79 , 14285.71 ,""
 .071 , 14.081 , 8.88 , 179.533 ,""
 .071 , 65.152 , 7.59 , 680.272 ,""
 .071 ,-59.316 , 8.55 , 242.718 ,""
 .071 ,-43.989 , 8.109 , 67.069 ,""
 .072 ,-16.529 , 5.78 , 88.573 ,""
 .072 ,-29.269 , 6.38 , 129.032 ,""
 .072 ,-53.91 , 8.8 , 189.753 ,""
 .072 , 54.274 , 7.79 , 406.504 ,""
 .072 , 12.957 , 8.6 , 59.559 ,""
 .073 ,-29.382 , 7.77 , 243.902 ,""
 .073 ,-57.323 , 10.37 , 47.303 ,""
 .073 ,-47.069 , 9.8 , 44.404 ,""
 .075 ,-10.51 , 4.99 , 492.61 ,""
 .075 ,-6.966 , 8.43 , 101.112 ,""
 .075 ,-72.898 , 7.33 , 91.575 ,""
 .075 ,-76.347 , 8.93 , 1052.631 ,""
 .076 ,-71.695 , 8.73 , 294.117 ,""
 .076 , 43.551 , 8.12 , 465.116 ,""
 .076 ,-31.17 , 8.94 , 628.93 ,""
 .076 , 42.092 , 6.11 , 515.463 ,""
 .077 , 2.937 , 7.9 , 207.039 ,""
 .077 ,-51.584 , 7.13 , 406.504 ,""
 .077 ,-70.405 , 7.46 , 240.963 ,""
 .077 ,-8.185 , 8.72 , 719.424 ,""
 .077 , 34.265 , 7.02 , 163.132 ,""
 .078 , 6.522 , 8.37 , 247.524 ,""
 .078 ,-71.437 , 5.59 , 175.438 ,""
 .078 , 14.965 , 7.37 , 87.26 ,""
 .078 , 67.166 , 5.68 , 97.087 ,""
 .078 , 17.069 , 8.56 , 136.054 ,""
 .079 , 51.533 , 8.72 , 406.504 ,""
 .079 , .056 , 8.82 , 245.098 ,""
 .079 , 1.536 , 8.18 , 171.232 ,""
 .08 , 38.786 , 8.46 , 621.118 ,""
 .08 ,-29.634 , 8.28 , 176.991 ,""
 .08 , 43.97 , 8.18 , 143.884 ,""
 .081 , 30.085 , 7.93 , 95.51 ,""
 .081 , 34.659 , 6.09 , 36.791 ,""
 .081 ,-30.257 , 8.31 , 317.46 ,""
 .081 ,-31.997 , 7.83 , 343.642 ,""
 .081 , 52.248 , 8.72 , 268.096 ,""
 .081 , 58.532 , 6.61 , 469.483 ,""
 .082 , 26.648 , 6.25 , 187.265 ,""
 .082 , 23.269 , 7.82 , 25.601 ,""
 .082 , 56.056 , 8.66 , 286.532 ,""
 .082 , 64.781 , 8.149 , 166.112 ,""
 .082 ,-18.179 , 8.97 , 86.505 ,""
 .082 , 51.18 , 8.149 , 645.161 ,""
 .082 , 45.673 , 7.47 , 68.823 ,""
 .082 , 26.725 , 8.63 , 598.802 ,""
 .082 ,-70.213 , 8.13 , 45.269 ,""
 .083 , 57.468 , 8.23 , 226.757 ,""
 .083 ,-70.493 , 8.41 , 117.785 ,""
 .083 , 27.674 , 6.47 , 131.061 ,""
 .083 , 66.516 , 8.64 , 161.55 ,""
 .084 ,-36.016 , 7.73 , 50.556 ,""
 .084 ,-59.829 , 8.64 , 510.204 ,""
 .084 , 9.28 , 8.94 , 119.331 ,""
 .084 , 1.037 , 8.84 , 114.547 ,""
 .084 ,-.503 , 6.32 , 143.884 ,""
 .085 , 61.313 , 5.8 , 222.222 ,""
 .085 ,-42.568 , 8.97 , 195.312 ,""
 .085 ,-52.152 , 7.53 , 41.841 ,""
 .085 , 67.84 , 7.41 , 395.256 ,""
 .085 , 30.329 , 7.8 , 184.162 ,""
 .086 ,-62.846 , 8.14 , 70.175 ,""
 .086 , 45.229 , 6.71 , 150.15 ,""
 .086 ,-43.851 , 8.73 , 704.225 ,""
 .086 , 2.397 , 8.69 , 89.928 ,""
 .086 , 45.786 , 9.95 , 11.496 ,""
 .086 ,-32.469 , 7.1 , 159.489 ,""
 .086 , 36.303 , 8.09 , 408.163 ,""
 .086 , 35.571 , 6.88 , 96.618 ,""
 .088 ,-67.832 , 8.49 , 16.005 ,""
 .088 , 48.477 , 8.3 , 314.465 ,""
 .088 ,-1.795 , 7.95 , 452.488 ,""
 .088 , 68.884 , 7.08 , 188.323 ,""
 .088 ,-38.858 , 6.93 , 233.1 ,""
 .088 ,-21.316 , 8.38 , 230.946 ,""
 .088 ,-5.708 , 4.61 , 39.401 ,""
 .088 ,-37.352 , 8.56 , 4.36 ,""
 .089 ,-59.815 , 8.78 , 775.193 ,""
 .089 ,-56.956 , 7.42 , 104.712 ,""
 .089 , 8.787 , 8.26 , 591.716 ,""
 .089 ,-79.254 , 7.71 , 198.019 ,""
 .089 , 3.606 , 6.91 , 148.148 ,""
 .089 , 28.543 , 8.99 , 303.03 ,""
 .09 , 16.329 , 8.63 , 219.78 ,""
 .09 ,-3.852 , 7.59 , 215.053 ,""
 .09 ,-14.423 , 7.39 , 210.084 ,""
 .091 ,-37.303 , 7.78 , 208.768 ,""
 .091 ,-42.888 , 7.47 , 497.512 ,""
 .091 ,-7.666 , 6.97 , 325.732 ,""
 .091 ,-61.226 , 8.82 , 53.85 ,""
 .091 , 22.224 , 9.13 , 45.045 ,""
 .091 , 34.105 , 7.86 , 90.579 ,""
 .091 ,-9.618 , 7.13 , 50.479 ,""
 .092 , 76.285 , 8.78 , 253.807 ,""
 .093 , 53.171 , 7.23 , 284.09 ,""
 .093 ,-61.31 , 7.36 , 235.294 ,""
 .093 ,-51.261 , 7.36 , 434.782 ,""
 .093 , 43.401 , 8.47 , 2127.659 ,""
 .094 , 55.709 , 6.99 , 235.294 ,""
 .094 , 45.812 , 8.2 , 11.75 ,""
 .094 , 44.468 , 8.36 , 142.857 ,""
 .094 , 58.313 , 8.22 , 47.551 ,""
 .094 , 13.396 , 5.55 , 114.285 ,""
 .095 ,-15.366 , 8.6 , 534.759 ,""
 .095 , 17.84 , 7.75 , 168.067 ,""
 .096 , 47.087 , 8.47 , 381.679 ,""
 .097 ,-41.753 , 7.51 , 40.241 ,""
 .097 , 12.527 , 8.91 , 342.465 ,""
 .098 , 18.235 , 7.45 , 38.109 ,""
 .098 ,-68.812 , 8.99 , 76.982 ,""
 .098 , 18.076 , 8.58 , 38.804 ,""
 .099 , 24.569 , 6.9 , 188.323 ,""
 .099 , 49.622 , 7.55 , 141.843 ,""
 .099 , 44.739 , 7.93 , 234.741 ,""
 .1 ,-39.138 , 8.55 , 238.663 ,""
 .1 , 28.276 , 6.62 , 344.827 ,""
 .1 , 16.452 , 7.89 , 325.732 ,""
 .1 , 24.916 , 7.51 , 176.678 ,""
 .1 , 63.679 , 7.36 , 12500 ,""
 .1 , 53.276 , 8.66 , 751.879 ,""
 .101 ,-84.099 , 8.51 , 555.555 ,""
 .101 , 40.418 , 6.65 , 304.878 ,""
 .102 , 9.714 , 7.8 , 90.334 ,""
 .102 , .121 , 8.21 , 187.265 ,""
 .102 ,-29.152 , 7.9 , 227.79 ,""
 .103 , 87.889 , 8.94 , 478.468 ,""
 .103 ,-1.888 , 8.69 , 135.501 ,""
 .103 ,-32.817 , 8.57 , 1E+07 ,""
 .104 ,-55.499 , 8.89 , 168.067 ,""
 .104 , 58.436 , 5.98 , 20.283 ,""
 .104 ,-64.241 , 7.92 , 185.873 ,""
 .104 ,-10.779 , 7.6 , 425.531 ,""
 .105 ,-1.239 , 8.22 , 212.314 ,""
 .105 ,-49.076 , 5.7 , 25.641 ,""
 .105 ,-65.84 , 12.17 , 17.568 ,""
 .105 ,-12.018 , 8.75 , 138.121 ,""
 .105 , 40.898 , 6.93 , 116.279 ,""
 .105 , 60.457 , 7.97 , 209.205 ,""
 .105 , 68.636 , 8.06 , 323.624 ,""
 .106 ,-18.039 , 7.31 , 148.588 ,""
 .107 , 42.752 , 8.35 , 123.304 ,""
 .107 , 64.196 , 5.57 , 301.204 ,""
 .109 , 43.782 , 8.87 , 162.601 ,""
 .109 , 28.553 , 6.68 , 194.931 ,""
 .109 , 56.514 , 8.05 , 237.529 ,""
 .11 , 29.021 , 6.07 , 13.702 ,""
 .11 , 33.654 , 8.51 , 250 ,""
 .11 ,-36.085 , 7.71 , 199.203 ,""
 .111 ,-24.621 , 8.56 , 178.253 ,""
 .111 , 70.169 , 8.26 , 409.836 ,""
 .111 , 56.324 , 8.62 , 414.937 ,""
 .113 ,-4.35 , 8.21 , 110.132 ,""
 .113 , 23.493 , 8.72 , 157.232 ,""
 .113 ,-70.59 , 8.029 , 606.06 ,""
 .113 ,-23.108 , 6.19 , 39.077 ,""
 .114 , 20.559 , 8.22 , 271.002 ,""
 .114 , 31.13 , 7.93 , 201.612 ,""
 .114 , 1.861 , 8.98 , 150.602 ,""
 .114 ,-38.878 , 6.91 , 271.002 ,""
 .114 ,-55.161 , 8.79 , 862.069 ,""
 .114 ,-3.626 , 8.23 , 53.447 ,""
 .115 , 38.202 , 8.83 , 500 ,""
 .115 ,-43.986 , 7.62 , 268.096 ,""
 .116 ,-40.415 , 8.96 , 247.524 ,""
 .116 , 53.974 , 8.97 , 266.666 ,""
 .117 , 22.844 , 8.29 , 119.047 ,""
 .117 , 5.288 , 8.3 , 2325.581 ,""
 .117 ,-18.821 , 8.26 , 249.376 ,""
 .117 , 6.875 , 7.44 , 140.449 ,""
 .118 , 85.404 , 8.2 , 226.757 ,""
 .118 ,-15.851 , 8.68 , 126.742 ,""
 .118 ,-30.562 , 8.65 , 230.946 ,""
 .118 ,-37.93 , 8.41 , 194.552 ,""
 .119 , 72.775 , 8.42 , 206.611 ,""
 .119 , 34.853 , 8.86 , 304.878 ,""
 .119 , 46.757 , 7.92 , 248.138 ,""
 .12 , 6.204 , 8.85 , 238.663 ,""
 .12 ,-76.731 , 7.56 , 83.892 ,""
 .12 , 73.21 , 7.88 , 236.406 ,""
 .12 , 20.555 , 7.99 , 282.485 ,""
 .12 ,-41.89 , 8.23 , 58.207 ,""
 .121 ,-27.398 , 8.52 , 454.545 ,""
 .121 ,-17.388 , 6.2 , 160.256 ,""
 .121 , 7.703 , 7.64 , 170.357 ,""
 .122 , 1.665 , 8.95 , 121.506 ,""
 .122 ,-56.837 , 7.48 , 348.432 ,""
 .122 ,-25.357 , 7.06 , 48.473 ,""
 .122 , 26.45 , 7.33 , 106.723 ,""
 .123 ,-11.034 , 8.98 , 657.894 ,""
 .123 ,-11.613 , 8.24 , 139.082 ,""
 .123 ,-40.48 , 8.53 , 138.696 ,""
 .123 ,-77.495 , 8.4 , 456.621 ,""
 .124 ,-56.012 , 7.48 , 133.155 ,""
 .124 , 17.302 , 8.46 , 613.496 ,""
 .125 , 24.321 , 8.57 , 182.481 ,""
 .125 ,-23.819 , 8.7 , 32.509 ,""
 .125 , 32.008 , 8.5 , 99.206 ,""
 .126 ,-60.642 , 8.37 , 112.866 ,""
 .126 , 31.669 , 6.87 , 165.289 ,""
 .126 ,-62.316 , 7.5 , 400 ,""
 .126 ,-86.039 , 7.39 , 395.256 ,""
 .127 ,-45.12 , 8.189 , 121.802 ,""
 .127 , 52.772 , 7.56 , 364.963 ,""
 .127 , 53.526 , 8.37 , 102.774 ,""
 .127 , 40.078 , 7.39 , 186.219 ,""
 .127 , 40.147 , 6.73 , 98.619 ,""
 .127 ,-66.896 , 8.66 , 420.168 ,""
 .127 , 1.094 , 8.25 , 346.02 ,""
 .127 ,-7.922 , 8.47 , 300.3 ,""
 .127 , 39.034 , 8.01 , 104.384 ,""
 .128 ,-65.933 , 6.83 , 127.551 ,""
 .128 ,-46.545 , 8.79 , 237.529 ,""
 .128 , 37.185 , 7.44 , 139.082 ,""
 .128 ,-2.549 , 6.43 , 149.476 ,""
 .129 ,-22.509 , 5.93 , 80.321 ,""
 .129 ,-5.486 , 8.85 , 232.018 ,""
 .13 ,-11.13 , 8.55 , 141.643 ,""
 .13 , 38.721 , 7.66 , 173.611 ,""
 .131 , 55.577 , 7.82 , 45.808 ,""
 .131 ,-51.258 , 8.21 , 285.714 ,""
 .133 ,-14.227 , 8.85 , 128.369 ,""
 .133 ,-78.211 , 7.79 , 854.7 ,""
 .133 ,-18.685 , 7.58 , 274.725 ,""
 .133 ,-7.545 , 7.85 , 93.808 ,""
 .133 ,-78.599 , 7.18 , 111.731 ,""
 .133 , 29.837 , 7.54 , 261.096 ,""
 .133 , 31.391 , 7.12 , 122.1 ,""
 .133 ,-45.383 , 8.84 , 228.832 ,""
 .134 ,-33.53 , 5.67 , 99.8 ,""
 .134 , 53.796 , 8.149 , 102.354 ,""
 .134 , 4.927 , 8.189 , 290.697 ,""
 .135 , 31.379 , 7.27 , 204.081 ,""
 .136 , 71.159 , 8.51 , 306.748 ,""
 .136 ,-59.064 , 8.36 , 413.223 ,""
 .136 ,-70.056 , 8.74 , 520.833 ,""
 .136 ,-2.448 , 6.18 , 307.692 ,""
 .137 , 29.732 , 8.31 , 245.098 ,""
 .137 , 42.223 , 8.58 , 289.017 ,""
 .137 ,-14.825 , 7.04 , 27.639 ,""
 .138 , 34.495 , 8.81 , 266.666 ,""
 .138 ,-8.825 , 5.99 , 102.145 ,""
 .138 ,-32.701 , 8.22 , 285.714 ,""
 .139 , 3.44 , 8 , 352.112 ,""
 .139 , 29.09 , 2.07 , 29.761 ,"Alpheratz"
 .14 , 50.245 , 8.109 , 458.715 ,""
 .14 ,-57.196 , 8.89 , 357.142 ,""
 .14 , 6.616 , 7.59 , 39.761 ,""
 .14 , 41.957 , 8.72 , 347.222 ,""
 .14 , 17.424 , 10.73 , 21.91 ,""
 .141 ,-24.094 , 7.59 , 131.578 ,""
 .141 , 34.934 , 7.41 , 78.616 ,""
 .141 , 52.336 , 7.78 , 69.3 ,""
 .141 ,-6.793 , 7.76 , 361.01 ,""
 .142 , 20.267 , 8.94 , 105.596 ,""
 .142 , 11.171 , 8.95 , 434.782 ,""
 .142 , 63.204 , 6.41 , 460.829 ,""
 .142 ,-17.579 , 6.11 , 413.223 ,""
 .143 , 53.254 , 7.76 , 113.122 ,""
 .144 ,-74.239 , 7.38 , 346.02 ,""
 .144 , 36.627 , 6.21 , 33.046 ,""
 .145 ,-2.223 , 7.05 , 167.504 ,""
 .145 , 74.214 , 7.44 , 157.232 ,""
 .145 ,-52.328 , 8.5 , 197.238 ,""
 .146 , 14.142 , 7.84 , 192.678 ,""
 .146 ,-34.795 , 7.88 , 198.807 ,""
 .146 ,-36.745 , 8.65 , 145.772 ,""
 .146 , 86.787 , 8.41 , 61.576 ,""
 .146 ,-47.061 , 7.81 , 116.55 ,""
 .146 , 8.021 , 7.43 , 86.132 ,""
 .146 ,-7.898 , 8.76 , 1030.927 ,""
 .147 , 40.841 , 7.58 , 211.864 ,""
 .147 , 40.494 , 6.82 , 313.479 ,""
 .147 , 25.462 , 6.24 , 128.534 ,""
 .147 , .692 , 7.31 , 735.294 ,""
 .148 ,-22.18 , 7.13 , 316.455 ,""
 .149 , 12.804 , 8.48 , 77.579 ,""
 .149 , 66.456 , 8.57 , 31.908 ,""
 .149 ,-21.207 , 7.21 , 127.226 ,""
